year,team,wins,losses,remove,url
1966,Washington Senators,71,88,,https://www.tcdb.com/ViewTeams.cfm/sid/65/1966-Topps
1967,Atlanta Braves,77,85,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Baltimore Orioles,76,85,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Boston Red Sox,92,70,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,California Angels,84,77,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Chicago Cubs,87,74,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Chicago White Sox,89,73,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Cincinnati Reds,87,75,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Cleveland Indians,75,87,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Detroit Tigers,91,71,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Houston Astros,69,93,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Kansas City Athletics,62,99,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Los Angeles Dodgers,73,89,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Minnesota Twins,91,71,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,New York Mets,61,101,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,New York Yankees,72,90,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Philadelphia Phillies,82,80,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Pittsburgh Pirates,81,81,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,San Francisco Giants,91,71,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,St. Louis Cardinals,101,60,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1967,Washington Senators,76,85,,https://www.tcdb.com/ViewTeams.cfm/sid/66/1967-Topps
1968,Atlanta Braves,81,81,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Baltimore Orioles,91,71,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Boston Red Sox,86,76,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,California Angels,67,95,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Chicago Cubs,84,78,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Chicago White Sox,67,95,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Cincinnati Reds,83,79,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Cleveland Indians,86,75,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Detroit Tigers,103,59,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Houston Astros,72,90,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Los Angeles Dodgers,76,86,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Minnesota Twins,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,New York Mets,73,89,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,New York Yankees,83,79,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Oakland Athletics,82,80,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Philadelphia Phillies,76,86,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Pittsburgh Pirates,80,82,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,San Francisco Giants,88,74,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,St. Louis Cardinals,97,65,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1968,Washington Senators,65,96,,https://www.tcdb.com/ViewTeams.cfm/sid/68/1968-Topps
1969,Atlanta Braves,93,69,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Baltimore Orioles,109,53,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Boston Red Sox,87,75,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,California Angels,71,91,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Chicago Cubs,92,70,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Chicago White Sox,68,94,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Cincinnati Reds,89,73,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Cleveland Indians,62,99,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Detroit Tigers,90,72,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Houston Astros,81,81,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Kansas City Royals,69,93,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Los Angeles Dodgers,85,77,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Minnesota Twins,97,65,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Montreal Expos,52,110,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,New York Mets,100,62,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,New York Yankees,80,81,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Oakland Athletics,88,74,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Philadelphia Phillies,63,99,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Pittsburgh Pirates,88,74,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,San Diego Padres,52,110,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,San Francisco Giants,90,72,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Seattle Pilots,64,98,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,St. Louis Cardinals,87,75,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1969,Washington Senators,86,76,,https://www.tcdb.com/ViewTeams.cfm/sid/69/1969-Topps
1970,Atlanta Braves,76,86,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Baltimore Orioles,108,54,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Boston Red Sox,87,75,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,California Angels,86,76,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Chicago Cubs,84,78,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Chicago White Sox,56,106,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Cincinnati Reds,102,60,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Cleveland Indians,76,86,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Detroit Tigers,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Houston Astros,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Kansas City Royals,65,97,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Los Angeles Dodgers,87,74,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Minnesota Twins,98,64,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Montreal Expos,73,89,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,New York Mets,83,79,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,New York Yankees,93,69,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Oakland Athletics,89,73,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Philadelphia Phillies,73,88,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Pittsburgh Pirates,89,73,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,San Diego Padres,63,99,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,San Francisco Giants,86,76,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Seattle Pilots,,,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,St. Louis Cardinals,76,86,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1970,Washington Senators,70,92,,https://www.tcdb.com/ViewTeams.cfm/sid/70/1970-Topps
1971,Atlanta Braves,82,80,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Baltimore Orioles,101,57,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Boston Red Sox,85,77,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,California Angels,76,86,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Chicago Cubs,83,79,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Chicago White Sox,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Cincinnati Reds,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Cleveland Indians,60,102,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Detroit Tigers,91,71,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Houston Astros,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Kansas City Royals,85,76,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Los Angeles Dodgers,89,73,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Milwaukee Brewers,69,92,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Minnesota Twins,74,86,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Montreal Expos,71,90,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,New York Mets,83,79,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,New York Yankees,82,80,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Oakland Athletics,101,60,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Philadelphia Phillies,67,95,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Pittsburgh Pirates,97,65,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,San Diego Padres,61,100,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,San Francisco Giants,90,72,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,St. Louis Cardinals,90,72,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1971,Washington Senators,63,96,,https://www.tcdb.com/ViewTeams.cfm/sid/71/1971-Topps
1972,Atlanta Braves,70,84,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Baltimore Orioles,80,74,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Boston Red Sox,85,70,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,California Angels,75,80,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Chicago Cubs,85,70,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Chicago White Sox,87,67,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Cincinnati Reds,95,59,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Cleveland Indians,72,84,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Detroit Tigers,86,70,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Houston Astros,84,69,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Kansas City Royals,76,78,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Los Angeles Dodgers,85,70,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Milwaukee Brewers,65,91,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Minnesota Twins,77,77,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Montreal Expos,70,86,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,New York Mets,83,73,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,New York Yankees,79,76,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Oakland Athletics,93,62,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Philadelphia Phillies,59,97,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Pittsburgh Pirates,96,59,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,San Diego Padres,58,95,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,San Francisco Giants,69,86,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,St. Louis Cardinals,75,81,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1972,Texas Rangers,54,100,,https://www.tcdb.com/ViewTeams.cfm/sid/72/1972-Topps
1973,Atlanta Braves,76,85,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Baltimore Orioles,97,65,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Boston Red Sox,89,73,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,California Angels,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Chicago Cubs,77,84,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Chicago White Sox,77,85,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Cincinnati Reds,99,63,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Cleveland Indians,71,91,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Detroit Tigers,85,77,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Houston Astros,82,80,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Kansas City Royals,88,74,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Los Angeles Dodgers,95,66,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Milwaukee Brewers,74,88,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Minnesota Twins,81,81,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Montreal Expos,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,New York Mets,82,79,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,New York Yankees,80,82,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Oakland Athletics,94,68,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Philadelphia Phillies,71,91,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Pittsburgh Pirates,80,82,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,San Diego Padres,60,102,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,San Francisco Giants,88,74,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,St. Louis Cardinals,81,81,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Texas Rangers,57,105,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1973,Washington Senators,,,,https://www.tcdb.com/ViewTeams.cfm/sid/73/1973-Topps
1974,Atlanta Braves,88,74,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Baltimore Orioles,91,71,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Boston Red Sox,84,78,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,California Angels,68,94,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Chicago Cubs,66,96,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Chicago White Sox,80,80,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Cincinnati Reds,98,64,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Cleveland Indians,77,85,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Detroit Tigers,72,90,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Houston Astros,81,81,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Kansas City Royals,77,85,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Los Angeles Dodgers,102,60,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Milwaukee Braves,,,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Milwaukee Brewers,76,86,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Minnesota Twins,82,80,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Montreal Expos,79,82,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,New York Mets,71,91,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,New York Yankees,89,73,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Oakland Athletics,90,72,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Philadelphia Phillies,80,82,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Pittsburgh Pirates,88,74,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,San Diego Padres,60,102,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,San Francisco Giants,72,90,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,St. Louis Cardinals,86,75,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1974,Texas Rangers,84,76,,https://www.tcdb.com/ViewTeams.cfm/sid/74/1974-Topps
1975,Atlanta Braves,67,94,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Baltimore Orioles,90,69,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Boston Red Sox,95,65,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Brooklyn Dodgers,,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,California Angels,72,89,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Chicago Cubs,75,87,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Chicago White Sox,75,86,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Cincinnati Reds,108,54,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Cleveland Indians,79,80,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Detroit Tigers,57,102,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Houston Astros,64,97,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Kansas City Royals,91,71,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Los Angeles Dodgers,88,74,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Milwaukee Braves,,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Milwaukee Brewers,68,94,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Minnesota Twins,76,83,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Montreal Expos,75,87,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,New York Giants,,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,New York Mets,82,80,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,New York Yankees,83,77,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Oakland Athletics,98,64,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Philadelphia Athletics,,,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Philadelphia Phillies,86,76,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Pittsburgh Pirates,92,69,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,San Diego Padres,71,91,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,San Francisco Giants,80,81,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,St. Louis Cardinals,82,80,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1975,Texas Rangers,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/76/1975-Topps
1976,Atlanta Braves,70,92,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Baltimore Orioles,88,74,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Boston Red Sox,83,79,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,California Angels,76,86,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Chicago Cubs,75,87,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Chicago White Sox,64,97,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Cincinnati Reds,102,60,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Cleveland Indians,81,78,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Detroit Tigers,74,87,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Houston Astros,80,82,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Kansas City Royals,90,72,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Los Angeles Dodgers,92,70,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Milwaukee Braves,,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Milwaukee Brewers,66,95,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Minnesota Twins,85,77,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Montreal Expos,55,107,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,New York Mets,86,76,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,New York Yankees,97,62,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Oakland Athletics,87,74,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Philadelphia Athletics,,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Philadelphia Phillies,101,61,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Pittsburgh Pirates,92,70,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,San Diego Padres,73,89,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,San Francisco Giants,74,88,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,St. Louis Cardinals,72,90,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Texas Rangers,76,86,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1976,Washington Senators,,,,https://www.tcdb.com/ViewTeams.cfm/sid/77/1976-Topps
1977,Atlanta Braves,61,101,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Baltimore Orioles,97,64,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Boston Red Sox,97,64,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,California Angels,74,88,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Chicago Cubs,81,81,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Chicago White Sox,90,72,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Cincinnati Reds,88,74,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Cleveland Indians,71,90,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Detroit Tigers,74,88,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Houston Astros,81,81,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Kansas City Royals,102,60,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Los Angeles Dodgers,98,64,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Milwaukee Brewers,67,95,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Minnesota Twins,84,77,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Montreal Expos,75,87,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,New York Mets,64,98,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,New York Yankees,100,62,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Oakland Athletics,63,98,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Philadelphia Phillies,101,61,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Pittsburgh Pirates,96,66,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,San Diego Padres,69,93,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,San Francisco Giants,75,87,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Seattle Mariners,64,98,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,St. Louis Cardinals,83,79,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Texas Rangers,94,68,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,Toronto Blue Jays,54,107,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1978,Atlanta Braves,69,93,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Baltimore Orioles,90,71,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Boston Red Sox,99,64,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,California Angels,87,75,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Chicago Cubs,79,83,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,Chicago White Sox,71,90,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
