year,league,team,wins,losses,number,name,set_url
1977,NL,Cincinnati Reds,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,AL,Minnesota Twins,84,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,NL,St. Louis Cardinals,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,NL,Chicago Cubs,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,NL,Houston Astros,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,NL,Montreal Expos,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,NL,San Francisco Giants,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,AL,California Angels,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,AL,Detroit Tigers,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,AL,Cleveland Indians,71,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,NL,San Diego Padres,69,93,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,AL,Milwaukee Brewers,67,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,NL,New York Mets,64,98,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,AL,Seattle Mariners,64,98,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,AL,Oakland Athletics,63,98,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,NL,Atlanta Braves,61,101,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1977,AL,Toronto Blue Jays,54,107,,,https://www.tcdb.com/ViewTeams.cfm/sid/79/1977-Topps
1978,AL,New York Yankees,100,63,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,AL,Boston Red Sox,99,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,NL,Los Angeles Dodgers,95,67,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,AL,Milwaukee Brewers,93,69,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,NL,Cincinnati Reds,92,69,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,AL,Kansas City Royals,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,AL,Baltimore Orioles,90,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,NL,Philadelphia Phillies,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,NL,San Francisco Giants,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,NL,Pittsburgh Pirates,88,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,AL,California Angels,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,AL,Texas Rangers,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,AL,Detroit Tigers,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,NL,San Diego Padres,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,NL,Chicago Cubs,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,NL,Montreal Expos,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,NL,Houston Astros,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,AL,Minnesota Twins,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,AL,Chicago White Sox,71,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,NL,Atlanta Braves,69,93,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,AL,Cleveland Indians,69,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,AL,Oakland Athletics,69,93,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,NL,St. Louis Cardinals,69,93,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,NL,New York Mets,66,96,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,AL,Toronto Blue Jays,59,102,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1978,AL,Seattle Mariners,56,104,,,https://www.tcdb.com/ViewTeams.cfm/sid/80/1978-Topps
1979,AL,Baltimore Orioles,102,57,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,NL,Pittsburgh Pirates,98,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,AL,Milwaukee Brewers,95,66,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,NL,Montreal Expos,95,65,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,AL,Boston Red Sox,91,69,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,NL,Cincinnati Reds,90,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,NL,Houston Astros,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,AL,New York Yankees,89,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,AL,California Angels,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,NL,St. Louis Cardinals,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,AL,Detroit Tigers,85,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,AL,Kansas City Royals,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,NL,Philadelphia Phillies,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,AL,Texas Rangers,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,AL,Minnesota Twins,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,AL,Cleveland Indians,81,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,NL,Chicago Cubs,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,NL,Los Angeles Dodgers,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,AL,Chicago White Sox,73,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,NL,San Francisco Giants,71,91,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,NL,San Diego Padres,68,93,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,AL,Seattle Mariners,67,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,NL,Atlanta Braves,66,94,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,NL,New York Mets,63,99,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,AL,Oakland Athletics,54,108,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1979,AL,Toronto Blue Jays,53,109,,,https://www.tcdb.com/ViewTeams.cfm/sid/81/1979-Topps
1980,AL,New York Yankees,103,59,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,AL,Baltimore Orioles,100,62,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,AL,Kansas City Royals,97,65,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,NL,Houston Astros,93,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,NL,Los Angeles Dodgers,92,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,NL,Philadelphia Phillies,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,NL,Montreal Expos,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,NL,Cincinnati Reds,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,AL,Milwaukee Brewers,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,AL,Detroit Tigers,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,AL,Boston Red Sox,83,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,AL,Oakland Athletics,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,NL,Pittsburgh Pirates,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,NL,Atlanta Braves,81,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,AL,Cleveland Indians,79,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,AL,Minnesota Twins,77,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,AL,Texas Rangers,76,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,NL,San Francisco Giants,75,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,NL,St. Louis Cardinals,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,NL,San Diego Padres,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,AL,Chicago White Sox,70,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,NL,New York Mets,67,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,AL,Toronto Blue Jays,67,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,AL,California Angels,65,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,NL,Chicago Cubs,64,98,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1980,AL,Seattle Mariners,59,103,,,https://www.tcdb.com/ViewTeams.cfm/sid/82/1980-Topps
1981,NL,Cincinnati Reds,66,42,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,Oakland Athletics,64,45,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,NL,Los Angeles Dodgers,63,47,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,Milwaukee Brewers,62,47,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,NL,Houston Astros,61,49,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,Detroit Tigers,60,49,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,NL,Montreal Expos,60,48,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,Baltimore Orioles,59,46,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,Boston Red Sox,59,49,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,New York Yankees,59,48,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,NL,Philadelphia Phillies,59,48,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,NL,St. Louis Cardinals,59,43,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,Texas Rangers,57,48,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,NL,San Francisco Giants,56,55,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,Chicago White Sox,54,52,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,Cleveland Indians,52,51,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,California Angels,51,59,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,NL,Atlanta Braves,50,56,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,Kansas City Royals,50,53,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,NL,Pittsburgh Pirates,46,56,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,Seattle Mariners,44,65,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,Minnesota Twins,41,68,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,NL,New York Mets,41,62,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,NL,San Diego Padres,41,69,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,NL,Chicago Cubs,38,65,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1981,AL,Toronto Blue Jays,37,69,,,https://www.tcdb.com/ViewTeams.cfm/sid/85/1981-Topps
1982,AL,Milwaukee Brewers,95,67,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,AL,Baltimore Orioles,94,68,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,AL,California Angels,93,69,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,NL,St. Louis Cardinals,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,AL,Kansas City Royals,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,NL,Atlanta Braves,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,AL,Boston Red Sox,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,NL,Philadelphia Phillies,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,NL,Los Angeles Dodgers,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,AL,Chicago White Sox,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,NL,San Francisco Giants,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,NL,Montreal Expos,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,NL,Pittsburgh Pirates,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,AL,Detroit Tigers,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,NL,San Diego Padres,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,AL,New York Yankees,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,AL,Cleveland Indians,78,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,AL,Toronto Blue Jays,78,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,NL,Houston Astros,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,AL,Seattle Mariners,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,NL,Chicago Cubs,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,AL,Oakland Athletics,68,94,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,NL,New York Mets,65,97,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,AL,Texas Rangers,64,98,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,NL,Cincinnati Reds,61,101,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1982,AL,Minnesota Twins,60,102,,,https://www.tcdb.com/ViewTeams.cfm/sid/89/1982-Topps
1983,AL,Chicago White Sox,99,63,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,AL,Baltimore Orioles,98,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,AL,Detroit Tigers,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,NL,Los Angeles Dodgers,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,AL,New York Yankees,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,NL,Philadelphia Phillies,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,AL,Toronto Blue Jays,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,NL,Atlanta Braves,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,AL,Milwaukee Brewers,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,NL,Houston Astros,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,NL,Pittsburgh Pirates,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,NL,Montreal Expos,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,NL,San Diego Padres,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,AL,Kansas City Royals,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,NL,San Francisco Giants,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,NL,St. Louis Cardinals,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,AL,Boston Red Sox,78,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,AL,Texas Rangers,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,NL,Cincinnati Reds,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,AL,Oakland Athletics,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,NL,Chicago Cubs,71,91,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,AL,California Angels,70,92,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,AL,Cleveland Indians,70,92,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,AL,Minnesota Twins,70,92,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,NL,New York Mets,68,94,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1983,AL,Seattle Mariners,60,102,,,https://www.tcdb.com/ViewTeams.cfm/sid/93/1983-Topps
1984,AL,Detroit Tigers,104,58,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,NL,Chicago Cubs,96,65,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,NL,San Diego Padres,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,NL,New York Mets,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,AL,Toronto Blue Jays,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,AL,New York Yankees,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,AL,Boston Red Sox,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,AL,Baltimore Orioles,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,AL,Kansas City Royals,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,NL,St. Louis Cardinals,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,AL,California Angels,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,AL,Minnesota Twins,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,NL,Philadelphia Phillies,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,NL,Atlanta Braves,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,NL,Houston Astros,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,NL,Los Angeles Dodgers,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,NL,Montreal Expos,78,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,AL,Oakland Athletics,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,AL,Cleveland Indians,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,NL,Pittsburgh Pirates,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,AL,Chicago White Sox,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,AL,Seattle Mariners,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,NL,Cincinnati Reds,70,92,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,AL,Texas Rangers,69,92,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,AL,Milwaukee Brewers,67,94,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1984,NL,San Francisco Giants,66,96,,,https://www.tcdb.com/ViewTeams.cfm/sid/98/1984-Topps
1985,NL,St. Louis Cardinals,101,61,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,Toronto Blue Jays,99,62,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,NL,New York Mets,98,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,New York Yankees,97,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,NL,Los Angeles Dodgers,95,67,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,Kansas City Royals,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,California Angels,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,NL,Cincinnati Reds,89,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,Chicago White Sox,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,Detroit Tigers,84,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,NL,Montreal Expos,84,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,Baltimore Orioles,83,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,NL,Houston Astros,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,NL,San Diego Padres,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,Boston Red Sox,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,NL,Chicago Cubs,77,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,Minnesota Twins,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,Oakland Athletics,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,NL,Philadelphia Phillies,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,Seattle Mariners,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,Milwaukee Brewers,71,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,NL,Atlanta Braves,66,96,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,NL,San Francisco Giants,62,100,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,Texas Rangers,62,99,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,AL,Cleveland Indians,60,102,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1985,NL,Pittsburgh Pirates,57,104,,,https://www.tcdb.com/ViewTeams.cfm/sid/103/1985-Topps
1986,NL,New York Mets,108,54,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,NL,Houston Astros,96,66,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,Boston Red Sox,95,66,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,California Angels,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,New York Yankees,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,Detroit Tigers,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,Texas Rangers,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,NL,Cincinnati Reds,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,NL,Philadelphia Phillies,86,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,Toronto Blue Jays,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,Cleveland Indians,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,NL,San Francisco Giants,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,NL,St. Louis Cardinals,79,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,NL,Montreal Expos,78,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,Milwaukee Brewers,77,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,Kansas City Royals,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,Oakland Athletics,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,NL,San Diego Padres,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,Baltimore Orioles,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,NL,Los Angeles Dodgers,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,NL,Atlanta Braves,72,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,Chicago White Sox,72,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,Minnesota Twins,71,91,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,NL,Chicago Cubs,70,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,AL,Seattle Mariners,67,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1986,NL,Pittsburgh Pirates,64,98,,,https://www.tcdb.com/ViewTeams.cfm/sid/110/1986-Topps
1987,AL,Detroit Tigers,98,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,AL,Toronto Blue Jays,96,66,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
