name,group,year,number,price,own,lot_name,remaining_price,url,front_url,back_url
Carlos Delgado,personal,1995,469,0.1,,,0.1,/ViewCard.cfm/sid/594/cid/135659/1995-Topps-469-Carlos-Delgado,/Images/Cards/Baseball/594/594-135659RepFr.jpg,/Images/Cards/Baseball/594/594-135659RepBk.jpg
Mark McGwire,veterans_maybe,1995,472,2,,,2,/ViewCard.cfm/sid/594/cid/135662/1995-Topps-472-Mark-McGwire,/Images/Cards/Baseball/594/594-472Fr.jpg,/Images/Cards/Baseball/594/594-472Bk.jpg
Alan Trammell,vet,1995,474,0.25,,,0.25,/ViewCard.cfm/sid/594/cid/135664/1995-Topps-474-Alan-Trammell,/Images/Cards/Baseball/594/594-474Fr.jpg,/Images/Cards/Baseball/594/594-474Bk.jpg
Bobby Bonilla,personal,1995,502,0.3,,,0.3,/ViewCard.cfm/sid/594/cid/135692/1995-Topps-502-Bobby-Bonilla,/Images/Cards/Baseball/594/594-502Fr.jpg,/Images/Cards/Baseball/594/594-502Bk.jpg
Albert Belle,personal,1995,503,0.3,,,0.3,/ViewCard.cfm/sid/594/cid/135693/1995-Topps-503-Albert-Belle,/Images/Cards/Baseball/594/594-503Fr.jpg,/Images/Cards/Baseball/594/594-503Bk.jpg
Kirby Puckett,bbwaa_01,1995,534,0.45,1,ebay_alyssa,0,/ViewCard.cfm/sid/594/cid/135724/1995-Topps-534-Kirby-Puckett,/Images/Cards/Baseball/594/594-135724RepFr.jpg,/Images/Cards/Baseball/594/594-135724RepBk.jpg
Chipper Jones,bbwaa_01,1995,535,0.75,1,ebay_alyssa,0,/ViewCard.cfm/sid/594/cid/135725/1995-Topps-535-Chipper-Jones,/Images/Cards/Baseball/594/594-535Fr.jpg,/Images/Cards/Baseball/594/594-535Bk.jpg
Ivan Rodriguez,bbwaa_01,1995,543,0.68,1,original,0,/ViewCard.cfm/sid/594/cid/135733/1995-Topps-543-Ivan-Rodriguez,/Images/Cards/Baseball/594/594-543Fr.jpg,/Images/Cards/Baseball/594/594-543Bk.jpg
Will Clark,personal,1995,558,0.4,,,0.4,/ViewCard.cfm/sid/594/cid/135748/1995-Topps-558-Will-Clark,/Images/Cards/Baseball/594/594-558Fr.jpg,/Images/Cards/Baseball/594/594-558Bk.jpg
Rickey Henderson,bbwaa_01,1995,559,0.75,1,ebay_alyssa,0,/ViewCard.cfm/sid/594/cid/135749/1995-Topps-559-Rickey-Henderson,/Images/Cards/Baseball/594/594-559Fr.jpg,/Images/Cards/Baseball/594/594-559Bk.jpg
Kevin Mitchell,personal,1995,568,0.15,,,0.15,/ViewCard.cfm/sid/594/cid/135758/1995-Topps-568-Kevin-Mitchell,/Images/Cards/Baseball/594/594-568Fr.jpg,/Images/Cards/Baseball/594/594-568Bk.jpg
Manny Ramirez,retired_maybe,1995,577,0.35,,,0.35,/ViewCard.cfm/sid/594/cid/135767/1995-Topps-577-Manny-Ramirez,/Images/Cards/Baseball/594/594-577Fr.jpg,/Images/Cards/Baseball/594/594-577Bk.jpg
Cal Ripken Jr,bbwaa_01,1995,588,1.75,,,1.75,/ViewCard.cfm/sid/594/cid/135778/1995-Topps-588-Cal-Ripken-Jr.,/Images/Cards/Baseball/594/594-135778RepFr.jpg,/Images/Cards/Baseball/594/594-588Bk.jpg
Bo Jackson,personal,1995,592,0.75,,,0.75,/ViewCard.cfm/sid/594/cid/135782/1995-Topps-592-Bo-Jackson,/Images/Cards/Baseball/594/594-592Fr.jpg,/Images/Cards/Baseball/594/594-592Bk.jpg
David Justice,personal,1995,620,0.3,,,0.3,/ViewCard.cfm/sid/594/cid/135810/1995-Topps-620-David-Justice,/Images/Cards/Baseball/594/594-620Fr.jpg,/Images/Cards/Baseball/594/594-620Bk.jpg
Pedro Martinez,bbwaa_01,1995,622,0.75,1,ebay_alyssa,0,/ViewCard.cfm/sid/594/cid/135812/1995-Topps-622-Pedro-Martinez,/Images/Cards/Baseball/594/594-622Fr.jpg,/Images/Cards/Baseball/594/594-622Bk.jpg
Darryl Strawberry,personal,1995,629,0.3,,,0.3,/ViewCard.cfm/sid/594/cid/135819/1995-Topps-629-Darryl-Strawberry,/Images/Cards/Baseball/594/594-629Fr.jpg,/Images/Cards/Baseball/594/594-629Bk.jpg
Todd Helton,retired_likely,1996,13,3,,,3,/ViewCard.cfm/sid/803/cid/147913/1996-Topps-13-Todd-Helton,/Images/Cards/Baseball/803/803-13Fr.jpg,/Images/Cards/Baseball/803/803-13Bk.jpg
Paul Molitor,bbwaa_01,1996,30,0.82,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/147930/1996-Topps-30-Paul-Molitor,/Images/Cards/Baseball/803/803-30Fr.jpg,/Images/Cards/Baseball/803/803-30Bk.jpg
Albert Belle,personal,1996,45,0.2,,,0.2,/ViewCard.cfm/sid/803/cid/147945/1996-Topps-45-Albert-Belle,/Images/Cards/Baseball/803/803-45Fr.jpg,/Images/Cards/Baseball/803/803-147945RepBk.jpg
Kirby Puckett,bbwaa_01,1996,50,0.5,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/147950/1996-Topps-50-Kirby-Puckett,/Images/Cards/Baseball/803/803-147950RepFr.jpg,/Images/Cards/Baseball/803/803-147950RepBk.jpg
David Justice,personal,1996,60,0.3,,,0.3,/ViewCard.cfm/sid/803/cid/147960/1996-Topps-60-David-Justice,/Images/Cards/Baseball/803/803-60Fr.jpg,/Images/Cards/Baseball/803/803-60Bk.jpg
Mike Mussina,bbwaa_06,1996,65,0.72,,,0.72,/ViewCard.cfm/sid/803/cid/147965/1996-Topps-65-Mike-Mussina,/Images/Cards/Baseball/803/803-65Fr.jpg,/Images/Cards/Baseball/803/803-65Bk.jpg
Gary Sheffield,retired_maybe,1996,80,0.2,,,0.2,/ViewCard.cfm/sid/803/cid/147980/1996-Topps-80-Gary-Sheffield,/Images/Cards/Baseball/803/803-147980RepFr.jpg,/Images/Cards/Baseball/803/803-147980RepBk.jpg
Omar Vizquel,retired_likely,1996,84,0.25,,,0.25,/ViewCard.cfm/sid/803/cid/147984/1996-Topps-84-Omar-Vizquel,/Images/Cards/Baseball/803/803-84Fr.jpg,/Images/Cards/Baseball/803/803-84Bk.jpg
Frank Thomas,bbwaa_01,1996,100,0.5,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148000/1996-Topps-100-Frank-Thomas,/Images/Cards/Baseball/803/803-148000RepFr.jpg,/Images/Cards/Baseball/803/803-148000RepBk.jpg
Joe Carter,personal,1996,115,0.2,,,0.2,/ViewCard.cfm/sid/803/cid/148015/1996-Topps-115-Joe-Carter,/Images/Cards/Baseball/803/803-115Fr.jpg,/Images/Cards/Baseball/803/803-115Bk.jpg
Eddie Murray,bbwaa_01,1996,125,0.93,1,original,0,/ViewCard.cfm/sid/803/cid/148025/1996-Topps-125-Eddie-Murray,/Images/Cards/Baseball/803/803-125Fr.jpg,/Images/Cards/Baseball/803/803-125Bk.jpg
Curt Schilling,retired_likely,1996,128,0.2,,,0.2,/ViewCard.cfm/sid/803/cid/148028/1996-Topps-128-Curt-Schilling,/Images/Cards/Baseball/803/803-128Fr.jpg,/Images/Cards/Baseball/803/803-128Bk.jpg
Ivan Rodriguez,bbwaa_01,1996,140,0.32,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148040/1996-Topps-140-Ivan-Rodriguez,/Images/Cards/Baseball/803/803-148040RepFr.jpg,/Images/Cards/Baseball/803/803-148040RepBk.jpg
Mark McGwire,veterans_maybe,1996,145,1.25,,,1.25,/ViewCard.cfm/sid/803/cid/148045/1996-Topps-145-Mark-McGwire,/Images/Cards/Baseball/803/803-148045RepFr.jpg,/Images/Cards/Baseball/803/803-148045RepBk.jpg
Randy Johnson,bbwaa_01,1996,150,1,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148050/1996-Topps-150-Randy-Johnson,/Images/Cards/Baseball/803/803-150Fr.jpg,/Images/Cards/Baseball/803/803-150Bk.jpg
Raul Mondesi,personal,1996,175,0.3,,,0.3,/ViewCard.cfm/sid/803/cid/148075/1996-Topps-175-Raul-Mondesi,/Images/Cards/Baseball/803/803-175Fr.jpg,/Images/Cards/Baseball/803/803-175Bk.jpg
Chipper Jones,bbwaa_01,1996,177,0.95,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148077/1996-Topps-177-Chipper-Jones,/Images/Cards/Baseball/803/803-177Fr.jpg,/Images/Cards/Baseball/803/803-177Bk.jpg
Don Mattingly,veterans_maybe,1996,185,1,,,1,/ViewCard.cfm/sid/803/cid/148085/1996-Topps-185-Don-Mattingly,/Images/Cards/Baseball/803/803-185Fr.jpg,/Images/Cards/Baseball/803/803-185Bk.jpg
John Smoltz,bbwaa_01,1996,189,0.3,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148089/1996-Topps-189-John-Smoltz,/Images/Cards/Baseball/803/803-189Fr.jpg,/Images/Cards/Baseball/803/803-148089RepBk.jpg
Roger Clemens,retired_likely,1996,197,1,,,1,/ViewCard.cfm/sid/803/cid/148097/1996-Topps-197-Roger-Clemens,/Images/Cards/Baseball/803/803-148097RepFr.jpg,/Images/Cards/Baseball/803/803-148097RepBk.jpg
Cal Ripken Jr,bbwaa_01,1996,200,1,1,original,0,/ViewCard.cfm/sid/803/cid/148100/1996-Topps-200-Cal-Ripken-Jr.,/Images/Cards/Baseball/803/803-148100RepFr.jpg,/Images/Cards/Baseball/803/803-148100RepBk.jpg
Ken Griffey Jr,bbwaa_01,1996,205,1,,,1,/ViewCard.cfm/sid/803/cid/148105/1996-Topps-205-Ken-Griffey-Jr.,/Images/Cards/Baseball/803/803-205Fr.jpg,/Images/Cards/Baseball/803/803-205Bk.jpg
Billy Wagner,retired_maybe,1996,212,2.5,,,2.5,/ViewCard.cfm/sid/803/cid/148112/1996-Topps-212-Billy-Wagner,/Images/Cards/Baseball/803/803-212Fr.jpg,/Images/Cards/Baseball/803/803-212Bk.jpg
Derek Jeter,bbwaa_01,1996,219,1.25,,,1.25,/ViewCard.cfm/sid/803/cid/148119/1996-Topps-219-Derek-Jeter,/Images/Cards/Baseball/803/803-148119RepFr.jpg,/Images/Cards/Baseball/803/803-148119RepBk.jpg
Mike Piazza,bbwaa_04,1996,246,1.25,,,1.25,/ViewCard.cfm/sid/803/cid/148146/1996-Topps-246-Mike-Piazza,/Images/Cards/Baseball/803/803-246Fr.jpg,/Images/Cards/Baseball/803/803-246Bk.jpg
Edgar Martinez,bbwaa_10,1996,247,0.25,,,0.25,/ViewCard.cfm/sid/803/cid/148147/1996-Topps-247-Edgar-Martinez,/Images/Cards/Baseball/803/803-247Fr.jpg,/Images/Cards/Baseball/803/803-247Bk.jpg
Tony Gwynn,bbwaa_01,1996,250,0.85,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148150/1996-Topps-250-Tony-Gwynn,/Images/Cards/Baseball/803/803-250Fr.jpg,/Images/Cards/Baseball/803/803-250Bk.jpg
Lee Smith,vet,1996,251,0.25,,,0.25,/ViewCard.cfm/sid/803/cid/148151/1996-Topps-251-Lee-Smith,/Images/Cards/Baseball/803/803-251Fr.jpg,/Images/Cards/Baseball/803/803-251Bk.jpg
Sammy Sosa,retired_maybe,1996,252,0.3,,,0.3,/ViewCard.cfm/sid/803/cid/148152/1996-Topps-252-Sammy-Sosa,/Images/Cards/Baseball/803/803-148152RepFr.jpg,/Images/Cards/Baseball/803/803-148152RepBk.jpg
Jim Thome,bbwaa_01,1996,253,0.93,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148153/1996-Topps-253-Jim-Thome,/Images/Cards/Baseball/803/803-253Fr.jpg,/Images/Cards/Baseball/803/803-253Bk.jpg
Tom Glavine,bbwaa_01,1996,262,0.31,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148162/1996-Topps-262-Tom-Glavine,/Images/Cards/Baseball/803/803-262Fr.jpg,/Images/Cards/Baseball/803/803-262Bk.jpg
Vince Coleman,personal,1996,263,0.2,,,0.2,/ViewCard.cfm/sid/803/cid/148163/1996-Topps-263-Vince-Coleman,/Images/Cards/Baseball/803/803-263Fr.jpg,/Images/Cards/Baseball/803/803-263Bk.jpg
Tim Raines,bbwaa_10,1996,272,0.28,,,0.28,/ViewCard.cfm/sid/803/cid/148172/1996-Topps-272-Tim-Raines,/Images/Cards/Baseball/803/803-272Fr.jpg,/Images/Cards/Baseball/803/803-272Bk.jpg
Andre Dawson,bbwaa_09,1996,275,0.23,,,0.23,/ViewCard.cfm/sid/803/cid/148175/1996-Topps-275-Andre-Dawson,/Images/Cards/Baseball/803/803-275Fr.jpg,/Images/Cards/Baseball/803/803-275Bk.jpg
Roberto Alomar,bbwaa_02,1996,289,1,,,1,/ViewCard.cfm/sid/803/cid/148189/1996-Topps-289-Roberto-Alomar,/Images/Cards/Baseball/803/803-289Fr.jpg,/Images/Cards/Baseball/803/803-289Bk.jpg
Barry Larkin,bbwaa_03,1996,293,0.25,,,0.25,/ViewCard.cfm/sid/803/cid/148193/1996-Topps-293-Barry-Larkin,/Images/Cards/Baseball/803/803-293Fr.jpg,/Images/Cards/Baseball/803/803-293Bk.jpg
Will Clark,personal,1996,299,0.3,,,0.3,/ViewCard.cfm/sid/803/cid/148199/1996-Topps-299-Will-Clark,/Images/Cards/Baseball/803/803-299Fr.jpg,/Images/Cards/Baseball/803/803-299Bk.jpg
Barry Bonds,retired_likely,1996,300,1.99,,,1.99,/ViewCard.cfm/sid/803/cid/148200/1996-Topps-300-Barry-Bonds,/Images/Cards/Baseball/803/803-148200RepFr.jpg,/Images/Cards/Baseball/803/803-148200RepBk.jpg
Ozzie Smith,bbwaa_01,1996,301,0.75,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148201/1996-Topps-301-Ozzie-Smith,/Images/Cards/Baseball/803/803-148201RepFr.jpg,/Images/Cards/Baseball/803/803-148201RepBk.jpg
Pedro Martinez,bbwaa_01,1996,303,0.9,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148203/1996-Topps-303-Pedro-Martinez,/Images/Cards/Baseball/803/803-303Fr.jpg,/Images/Cards/Baseball/803/803-303Bk.jpg
Craig Biggio,bbwaa_03,1996,306,0.23,,,0.23,/ViewCard.cfm/sid/803/cid/148206/1996-Topps-306-Craig-Biggio,/Images/Cards/Baseball/803/803-306Fr.jpg,/Images/Cards/Baseball/803/803-306Bk.jpg
Trevor Hoffman,bbwaa_03,1996,313,0.6,,,0.6,/ViewCard.cfm/sid/803/cid/148213/1996-Topps-313-Trevor-Hoffman,/Images/Cards/Baseball/803/803-313Fr.jpg,/Images/Cards/Baseball/803/803-313Bk.jpg
Greg Maddux,bbwaa_01,1996,318,1.38,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148218/1996-Topps-318-Greg-Maddux,/Images/Cards/Baseball/803/803-318Fr.jpg,/Images/Cards/Baseball/803/803-318Bk.jpg
Wade Boggs,bbwaa_01,1996,323,0.3,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148223/1996-Topps-323-Wade-Boggs,/Images/Cards/Baseball/803/803-323Fr.jpg,/Images/Cards/Baseball/803/803-323Bk.jpg
Juan Gonzalez,personal,1996,325,0.27,,,0.27,/ViewCard.cfm/sid/803/cid/148225/1996-Topps-325-Juan-Gonzalez,/Images/Cards/Baseball/803/803-325Fr.jpg,/Images/Cards/Baseball/803/803-325Bk.jpg
Bobby Bonilla,personal,1996,329,0.25,,,0.25,/ViewCard.cfm/sid/803/cid/148229/1996-Topps-329-Bobby-Bonilla,/Images/Cards/Baseball/803/803-329Fr.jpg,/Images/Cards/Baseball/803/803-329Bk.jpg
Ryne Sandberg,bbwaa_03,1996,356,0.75,,,0.75,/ViewCard.cfm/sid/803/cid/148256/1996-Topps-356-Ryne-Sandberg,/Images/Cards/Baseball/803/803-356Fr.jpg,/Images/Cards/Baseball/803/803-356Bk.jpg
Harold Baines,vet,1996,357,0.18,,,0.18,/ViewCard.cfm/sid/803/cid/148257/1996-Topps-357-Harold-Baines,/Images/Cards/Baseball/803/803-357Fr.jpg,/Images/Cards/Baseball/803/803-357Bk.jpg
Matt Williams,personal,1996,360,0.25,,,0.25,/ViewCard.cfm/sid/803/cid/148260/1996-Topps-360-Matt-Williams,/Images/Cards/Baseball/803/803-360Fr.jpg,/Images/Cards/Baseball/803/803-360Bk.jpg
Jose Canseco,personal,1996,362,0.3,,,0.3,/ViewCard.cfm/sid/803/cid/148262/1996-Topps-362-Jose-Canseco,/Images/Cards/Baseball/803/803-362Fr.jpg,/Images/Cards/Baseball/803/803-362Bk.jpg
Larry Walker,bbwaa_10,1996,363,0.2,,,0.2,/ViewCard.cfm/sid/803/cid/148263/1996-Topps-363-Larry-Walker,/Images/Cards/Baseball/803/803-363Fr.jpg,/Images/Cards/Baseball/803/803-363Bk.jpg
Dennis Eckersley,bbwaa_01,1996,368,0.2,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148268/1996-Topps-368-Dennis-Eckersley,/Images/Cards/Baseball/803/803-368Fr.jpg,/Images/Cards/Baseball/803/803-368Bk.jpg
Jeff Bagwell,bbwaa_07,1996,380,1.05,,,1.05,/ViewCard.cfm/sid/803/cid/148280/1996-Topps-380-Jeff-Bagwell,/Images/Cards/Baseball/803/803-380Fr.jpg,/Images/Cards/Baseball/803/803-380Bk.jpg
Fred McGriff,veterans_maybe,1996,389,0.3,,,0.3,/ViewCard.cfm/sid/803/cid/148289/1996-Topps-389-Fred-McGriff,/Images/Cards/Baseball/803/803-389Fr.jpg,/Images/Cards/Baseball/803/803-389Bk.jpg
Cecil Fielder,personal,1996,393,0.2,,,0.2,/ViewCard.cfm/sid/803/cid/148293/1996-Topps-393-Cecil-Fielder,/Images/Cards/Baseball/803/803-393Fr.jpg,/Images/Cards/Baseball/803/803-393Bk.jpg
Rafael Palmeiro,personal,1996,395,0.18,,,0.18,/ViewCard.cfm/sid/803/cid/148295/1996-Topps-395-Rafael-Palmeiro,/Images/Cards/Baseball/803/803-395Fr.jpg,/Images/Cards/Baseball/803/803-395Bk.jpg
Rickey Henderson,bbwaa_01,1996,397,1.69,1,ebay_alyssa,0,/ViewCard.cfm/sid/803/cid/148297/1996-Topps-397-Rickey-Henderson,/Images/Cards/Baseball/803/803-148297RepFr.jpg,/Images/Cards/Baseball/803/803-148297RepBk.jpg
Manny Ramirez,retired_maybe,1996,400,0.3,,,0.3,/ViewCard.cfm/sid/803/cid/148300/1996-Topps-400-Manny-Ramirez,/Images/Cards/Baseball/803/803-400Fr.jpg,/Images/Cards/Baseball/803/803-400Bk.jpg
Kenny Lofton,veterans_maybe,1996,420,0.2,,,0.2,/ViewCard.cfm/sid/803/cid/148320/1996-Topps-420-Kenny-Lofton,/Images/Cards/Baseball/803/803-420Fr.jpg,/Images/Cards/Baseball/803/803-420Bk.jpg
Scott Rolen,retired_likely,1996,434,0.5,,,0.5,/ViewCard.cfm/sid/803/cid/148334/1996-Topps-434-George-Arias-/-Chris-Haas-/-Scott-Rolen-/-Scott-Spiezio,/Images/Cards/Baseball/803/803-148334RepFr.jpg,/Images/Cards/Baseball/803/803-148334RepBk.jpg
Vladimir Guerrero,bbwaa_02,1996,435,5.75,,,5.75,/ViewCard.cfm/sid/803/cid/148335/1996-Topps-435-Brian-Banks-/-Vladimir-Guerrero-/-Andruw-Jones-/-Billy-McMillon,/Images/Cards/Baseball/803/803-148335RepFr.jpg,/Images/Cards/Baseball/803/803-148335RepBk.jpg
Andruw Jones,retired_maybe,1996,435,5.75,,,5.75,/ViewCard.cfm/sid/803/cid/148335/1996-Topps-435-Brian-Banks-/-Vladimir-Guerrero-/-Andruw-Jones-/-Billy-McMillon,/Images/Cards/Baseball/803/803-148335RepFr.jpg,/Images/Cards/Baseball/803/803-148335RepBk.jpg
Barry Bonds,retired_likely,1997,1,2,,,2,/ViewCard.cfm/sid/1048/cid/163877/1997-Topps-1-Barry-Bonds,/Images/Cards/Baseball/1048/1048-163877RepFr.jpg,/Images/Cards/Baseball/1048/1048-163877RepBk.jpg
Wade Boggs,bbwaa_01,1997,8,1.04,1,ebay_alyssa,0,/ViewCard.cfm/sid/1048/cid/163883/1997-Topps-8-Wade-Boggs,/Images/Cards/Baseball/1048/1048-8Fr.jpg,/Images/Cards/Baseball/1048/1048-8Bk.jpg
Derek Jeter,bbwaa_01,1997,13,1,,,1,/ViewCard.cfm/sid/1048/cid/163888/1997-Topps-13-Derek-Jeter,/Images/Cards/Baseball/1048/1048-163888RepFr.jpg,/Images/Cards/Baseball/1048/1048-163888RepBk.jpg
Mike Piazza,bbwaa_04,1997,20,1.15,,,1.15,/ViewCard.cfm/sid/1048/cid/163895/1997-Topps-20-Mike-Piazza,/Images/Cards/Baseball/1048/1048-20Fr.jpg,/Images/Cards/Baseball/1048/1048-20Bk.jpg
Billy Wagner,retired_maybe,1997,22,0.35,,,0.35,/ViewCard.cfm/sid/1048/cid/163897/1997-Topps-22-Billy-Wagner,/Images/Cards/Baseball/1048/1048-163897RepFr.jpg,/Images/Cards/Baseball/1048/1048-163897RepBk.jpg
Harold Baines,vet,1997,46,0.35,,,0.35,/ViewCard.cfm/sid/1048/cid/163921/1997-Topps-46-Harold-Baines,/Images/Cards/Baseball/1048/1048-46Fr.jpg,/Images/Cards/Baseball/1048/1048-46Bk.jpg
Tom Glavine,bbwaa_01,1997,50,0.35,1,ebay_alyssa,0,/ViewCard.cfm/sid/1048/cid/163925/1997-Topps-50-Tom-Glavine,/Images/Cards/Baseball/1048/1048-50Fr.jpg,/Images/Cards/Baseball/1048/1048-163925RepBk.jpg
Mark McGwire,veterans_maybe,1997,62,1.1,,,1.1,/ViewCard.cfm/sid/1048/cid/163938/1997-Topps-62-Mark-McGwire,/Images/Cards/Baseball/1048/1048-62Fr.jpg,/Images/Cards/Baseball/1048/1048-62Bk.jpg
Raul Mondesi,personal,1997,67,0.34,,,0.34,/ViewCard.cfm/sid/1048/cid/163943/1997-Topps-67-Raul-Mondesi,/Images/Cards/Baseball/1048/1048-67Fr.jpg,/Images/Cards/Baseball/1048/1048-67Bk.jpg
Albert Belle,personal,1997,69,0.3,,,0.3,/ViewCard.cfm/sid/1048/cid/163945/1997-Topps-69-Albert-Belle,/Images/Cards/Baseball/1048/1048-69Fr.jpg,/Images/Cards/Baseball/1048/1048-69Bk.jpg
Trevor Hoffman,bbwaa_03,1997,70,0.35,,,0.35,/ViewCard.cfm/sid/1048/cid/163946/1997-Topps-70-Trevor-Hoffman,/Images/Cards/Baseball/1048/1048-70Fr.jpg,/Images/Cards/Baseball/1048/1048-70Bk.jpg
Craig Biggio,bbwaa_03,1997,85,0.35,,,0.35,/ViewCard.cfm/sid/1048/cid/163960/1997-Topps-85-Craig-Biggio,/Images/Cards/Baseball/1048/1048-85Fr.jpg,/Images/Cards/Baseball/1048/1048-85Bk.jpg
Carlos Delgado,personal,1997,92,0.35,,,0.35,/ViewCard.cfm/sid/1048/cid/163967/1997-Topps-92-Carlos-Delgado,/Images/Cards/Baseball/1048/1048-163967RepFr.jpg,/Images/Cards/Baseball/1048/1048-163967RepBk.jpg
Edgar Martinez,bbwaa_10,1997,95,0.3,,,0.3,/ViewCard.cfm/sid/1048/cid/163970/1997-Topps-95-Edgar-Martinez,/Images/Cards/Baseball/1048/1048-95Fr.jpg,/Images/Cards/Baseball/1048/1048-95Bk.jpg
Rickey Henderson,bbwaa_01,1997,96,1.25,1,ebay_alyssa,0,/ViewCard.cfm/sid/1048/cid/163971/1997-Topps-96-Rickey-Henderson,/Images/Cards/Baseball/1048/1048-96Fr.jpg,/Images/Cards/Baseball/1048/1048-96Bk.jpg
Jim Thome,bbwaa_01,1997,105,0.63,1,ebay_alyssa,0,/ViewCard.cfm/sid/1048/cid/163980/1997-Topps-105-Jim-Thome,/Images/Cards/Baseball/1048/1048-105Fr.jpg,/Images/Cards/Baseball/1048/1048-105Bk.jpg
Frank Thomas,bbwaa_01,1997,108,0.45,1,ebay_alyssa,0,/ViewCard.cfm/sid/1048/cid/163983/1997-Topps-108-Frank-Thomas,/Images/Cards/Baseball/1048/1048-108Fr.jpg,/Images/Cards/Baseball/1048/1048-108Bk.jpg
Juan Gonzalez,personal,1997,124,0.35,,,0.35,/ViewCard.cfm/sid/1048/cid/163999/1997-Topps-124-Juan-Gonzalez,/Images/Cards/Baseball/1048/1048-124Fr.jpg,/Images/Cards/Baseball/1048/1048-124Bk.jpg
Greg Maddux,bbwaa_01,1997,130,1,1,ebay_alyssa,0,/ViewCard.cfm/sid/1048/cid/164005/1997-Topps-130-Greg-Maddux,/Images/Cards/Baseball/1048/1048-130Fr.jpg,/Images/Cards/Baseball/1048/1048-130Bk.jpg
Paul Molitor,bbwaa_01,1997,138,0.35,1,ebay_alyssa,0,/ViewCard.cfm/sid/1048/cid/164013/1997-Topps-138-Paul-Molitor,/Images/Cards/Baseball/1048/1048-164013RepFr.jpg,/Images/Cards/Baseball/1048/1048-164013RepBk.jpg
Rafael Palmeiro,personal,1997,140,0.3,,,0.3,/ViewCard.cfm/sid/1048/cid/164015/1997-Topps-140-Rafael-Palmeiro,/Images/Cards/Baseball/1048/1048-140Fr.jpg,/Images/Cards/Baseball/1048/1048-140Bk.jpg
Roberto Alomar,bbwaa_02,1997,152,0.99,,,0.99,/ViewCard.cfm/sid/1048/cid/164027/1997-Topps-152-Roberto-Alomar,/Images/Cards/Baseball/1048/1048-152Fr.jpg,/Images/Cards/Baseball/1048/1048-152Bk.jpg
John Smoltz,bbwaa_01,1997,157,0.3,1,ebay_alyssa,0,/ViewCard.cfm/sid/1048/cid/164032/1997-Topps-157-John-Smoltz,/Images/Cards/Baseball/1048/1048-157Fr.jpg,/Images/Cards/Baseball/1048/1048-157Bk.jpg
Pedro Martinez,bbwaa_01,1997,158,1.18,1,ebay_alyssa,0,/ViewCard.cfm/sid/1048/cid/164033/1997-Topps-158-Pedro-Martinez,/Images/Cards/Baseball/1048/1048-158Fr.jpg,/Images/Cards/Baseball/1048/1048-158Bk.jpg
Ryne Sandberg,bbwaa_03,1997,167,0.55,,,0.55,/ViewCard.cfm/sid/1048/cid/164042/1997-Topps-167-Ryne-Sandberg,/Images/Cards/Baseball/1048/1048-164042RepFr.jpg,/Images/Cards/Baseball/1048/1048-164042RepBk.jpg
Omar Vizquel,retired_likely,1997,173,0.35,,,0.35,/ViewCard.cfm/sid/1048/cid/164048/1997-Topps-173-Omar-Vizquel,/Images/Cards/Baseball/1048/1048-173Fr.jpg,/Images/Cards/Baseball/1048/1048-173Bk.jpg
Dwight Gooden,personal,1997,175,0.07,,,0.07,/ViewCard.cfm/sid/1048/cid/164050/1997-Topps-175-Dwight-Gooden,/Images/Cards/Baseball/1048/1048-175Fr.jpg,/Images/Cards/Baseball/1048/1048-175Bk.jpg
Eric Davis,personal,1997,218,0.35,,,0.35,/ViewCard.cfm/sid/1048/cid/164093/1997-Topps-218-Eric-Davis,/Images/Cards/Baseball/1048/1048-218Fr.jpg,/Images/Cards/Baseball/1048/1048-218Bk.jpg
Joe Carter,personal,1997,238,0.35,,,0.35,/ViewCard.cfm/sid/1048/cid/164113/1997-Topps-238-Joe-Carter,/Images/Cards/Baseball/1048/1048-238Fr.jpg,/Images/Cards/Baseball/1048/1048-238Bk.jpg
Julio Franco,personal,1997,241,0.35,,,0.35,/ViewCard.cfm/sid/1048/cid/164116/1997-Topps-241-Julio-Franco,/Images/Cards/Baseball/1048/1048-241Fr.jpg,/Images/Cards/Baseball/1048/1048-241Bk.jpg
David Justice,personal,1997,244,0.35,,,0.35,/ViewCard.cfm/sid/1048/cid/164119/1997-Topps-244-David-Justice,/Images/Cards/Baseball/1048/1048-244Fr.jpg,/Images/Cards/Baseball/1048/1048-244Bk.jpg
